252989,171546,611876,543195,0,0,0,0
253013,171573,611869,543184,0,0,0,0
252963,171529,611776,543108,0,0,0,0
252959,171519,611850,543186,0,0,0,0
252962,171515,611889,543226,0,0,0,0
253003,171557,611911,543229,0,0,0,0
253034,171591,611927,543236,0,0,0,0
253021,171579,611930,543247,0,0,0,0
252988,171544,611934,543263,0,0,0,0
252981,171531,611951,543278,0,0,0,0
253025,171572,611972,543286,0,0,0,0
253054,171604,611985,543292,0,0,0,0
253041,171598,611993,543300,0,0,0,0
253011,171565,612000,543319,0,0,0,0
253004,171554,612013,543331,0,0,0,0
253063,171586,612011,543313,0,0,0,0
253121,171621,612041,543332,0,0,0,0
253114,171624,612062,543369,0,0,0,0
253063,171598,612076,543389,0,0,0,0
253036,171587,612093,543404,0,0,0,0
253099,171626,612116,543406,0,0,0,0
253151,171655,612121,543411,0,0,0,0
253139,171646,612125,543426,0,0,0,0
253085,171618,612135,543444,0,0,0,0
253051,171608,612146,543449,0,0,0,0
253114,171644,612166,543450,0,0,0,0
253169,171678,612179,543462,0,0,0,0
253154,171672,612188,543473,0,0,0,0
253102,171643,612198,543490,0,0,0,0
253079,171634,612217,543507,0,0,0,0
253141,171668,612238,543510,0,0,0,0
253191,171696,612246,543513,0,0,0,0
253175,171688,612252,543526,0,0,0,0
253124,171658,612260,543546,0,0,0,0
253109,171649,612277,543561,0,0,0,0
253161,171683,612294,543558,0,0,0,0
253188,171711,612305,543561,0,0,0,0
253171,171701,612309,543576,0,0,0,0
253133,171674,612318,543596,0,0,0,0
253127,171666,612334,543614,0,0,0,0
253178,171700,612353,543616,0,0,0,0
253203,171733,612364,543618,0,0,0,0
253188,171723,612370,543629,0,0,0,0
253157,171696,612376,543647,0,0,0,0
253151,171681,612390,543659,0,0,0,0
253193,171719,612409,543666,0,0,0,0
253223,171751,612422,543673,0,0,0,0
253208,171744,612426,543686,0,0,0,0
253173,171713,612431,543701,0,0,0,0
253163,171704,612447,543713,0,0,0,0
253208,171744,612470,543718,0,0,0,0
253239,171773,612481,543726,0,0,0,0
253227,171759,612484,543736,0,0,0,0
253196,171729,612491,543752,0,0,0,0
253187,171721,612504,543769,0,0,0,0
253228,171758,612526,543771,0,0,0,0
253255,171786,612540,543780,0,0,0,0
253240,171782,612545,543790,0,0,0,0
253212,171749,612552,543804,0,0,0,0
253204,171738,612565,543819,0,0,0,0
253248,171776,612586,543824,0,0,0,0
253274,171804,612598,543829,0,0,0,0
253263,171795,612604,543844,0,0,0,0
253228,171763,612609,543863,0,0,0,0
253222,171753,612624,543872,0,0,0,0
253261,171793,612649,543878,0,0,0,0
253292,171827,612659,543886,0,0,0,0
253278,171816,612666,543898,0,0,0,0
253244,171787,612673,543913,0,0,0,0
253233,171778,612685,543926,0,0,0,0
253275,171813,612706,543930,0,0,0,0
253306,171845,612722,543935,0,0,0,0
253294,171841,612724,543945,0,0,0,0
253261,171808,612728,543959,0,0,0,0
253253,171798,612743,543976,0,0,0,0
253294,171839,612766,543981,0,0,0,0
253320,171868,612779,543990,0,0,0,0
253309,171856,612783,543999,0,0,0,0
253276,171825,612789,544012,0,0,0,0
253266,171811,612808,544029,0,0,0,0
253309,171852,612833,544036,0,0,0,0
253339,171883,612844,544041,0,0,0,0
253327,171872,612846,544053,0,0,0,0
253291,171840,612849,544065,0,0,0,0
253281,171830,612868,544083,0,0,0,0
253323,171870,612891,544091,0,0,0,0
253357,171895,612901,544093,0,0,0,0
253348,171888,612904,544103,0,0,0,0
253311,171858,612913,544120,0,0,0,0
253304,171849,612928,544139,0,0,0,0
253346,171888,612953,544143,0,0,0,0
253374,171916,612963,544146,0,0,0,0
253362,171907,612967,544156,0,0,0,0
253328,171874,612976,544172,0,0,0,0
253320,171865,612991,544190,0,0,0,0
253363,171904,613011,544195,0,0,0,0
253392,171936,613020,544202,0,0,0,0
253382,171922,613025,544213,0,0,0,0
253348,171893,613032,544229,0,0,0,0
253340,171886,613050,544244,0,0,0,0
253406,171921,613070,544252,0,0,0,0
253453,171944,613073,544245,0,0,0,0
253419,171923,613043,544222,0,0,0,0
253366,171891,613046,544234,0,0,0,0
253356,171890,613099,544283,0,0,0,0
253418,171930,613121,544293,0,0,0,0
253469,171960,613132,544295,0,0,0,0
