160106,-40787,611664,534744,0,0,0,0
160154,-40786,611695,534720,0,0,0,0
160094,-40847,611604,534669,0,0,0,0
160026,-40887,611591,534707,0,0,0,0
160038,-40856,611649,534764,0,0,0,0
160115,-40794,611709,534773,0,0,0,0
160160,-40790,611719,534739,0,0,0,0
160121,-40850,611707,534756,0,0,0,0
160048,-40882,611685,534792,0,0,0,0
160051,-40842,611709,534819,0,0,0,0
160127,-40787,611770,534827,0,0,0,0
160174,-40787,611806,534808,0,0,0,0
160132,-40846,611779,534813,0,0,0,0
160061,-40877,611751,534841,0,0,0,0
160064,-40837,611775,534874,0,0,0,0
160141,-40779,611838,534881,0,0,0,0
160191,-40779,611873,534867,0,0,0,0
160146,-40837,611842,534868,0,0,0,0
160071,-40868,611812,534897,0,0,0,0
160074,-40831,611837,534924,0,0,0,0
160154,-40775,611900,534929,0,0,0,0
160200,-40775,611926,534916,0,0,0,0
160156,-40832,611896,534918,0,0,0,0
160081,-40860,611861,534936,0,0,0,0
160079,-40821,611860,534941,0,0,0,0
160168,-40762,611960,534983,0,0,0,0
160218,-40757,612002,534986,0,0,0,0
160171,-40818,611974,534991,0,0,0,0
160098,-40844,611943,535019,0,0,0,0
160104,-40801,611969,535048,0,0,0,0
160187,-40746,612034,535054,0,0,0,0
160235,-40748,612066,535039,0,0,0,0
160184,-40811,612034,535040,0,0,0,0
160108,-40838,612004,535066,0,0,0,0
160118,-40797,612032,535101,0,0,0,0
160197,-40739,612099,535106,0,0,0,0
160243,-40741,612128,535091,0,0,0,0
160191,-40803,612094,535098,0,0,0,0
160119,-40834,612064,535124,0,0,0,0
160128,-40791,612094,535151,0,0,0,0
160209,-40731,612156,535159,0,0,0,0
160254,-40736,612184,535144,0,0,0,0
160204,-40792,612151,535145,0,0,0,0
160134,-40820,612124,535174,0,0,0,0
160139,-40784,612150,535201,0,0,0,0
160223,-40729,612218,535211,0,0,0,0
160269,-40729,612249,535198,0,0,0,0
160216,-40787,612216,535201,0,0,0,0
160143,-40814,612186,535229,0,0,0,0
160152,-40776,612213,535254,0,0,0,0
160233,-40720,612277,535259,0,0,0,0
160274,-40721,612306,535247,0,0,0,0
160223,-40783,612272,535252,0,0,0,0
160153,-40809,612243,535281,0,0,0,0
160163,-40768,612273,535307,0,0,0,0
160248,-40713,612335,535310,0,0,0,0
160290,-40716,612364,535298,0,0,0,0
160238,-40774,612336,535306,0,0,0,0
160168,-40802,612308,535333,0,0,0,0
160179,-40759,612337,535361,0,0,0,0
160260,-40702,612399,535361,0,0,0,0
160299,-40710,612428,535350,0,0,0,0
160245,-40771,612396,535356,0,0,0,0
160177,-40794,612365,535385,0,0,0,0
160193,-40752,612398,535416,0,0,0,0
160272,-40696,612461,535418,0,0,0,0
160311,-40703,612489,535402,0,0,0,0
160256,-40764,612452,535411,0,0,0,0
160184,-40786,612426,535445,0,0,0,0
160204,-40743,612459,535470,0,0,0,0
160288,-40686,612523,535472,0,0,0,0
160324,-40692,612549,535459,0,0,0,0
160268,-40754,612516,535466,0,0,0,0
160201,-40779,612489,535492,0,0,0,0
160216,-40737,612523,535523,0,0,0,0
160297,-40679,612586,535524,0,0,0,0
160336,-40690,612608,535511,0,0,0,0
160281,-40751,612573,535518,0,0,0,0
160211,-40771,612551,535546,0,0,0,0
160226,-40726,612584,535575,0,0,0,0
160309,-40674,612646,535578,0,0,0,0
160344,-40689,612661,535554,0,0,0,0
160289,-40746,612627,535564,0,0,0,0
160224,-40761,612609,535601,0,0,0,0
160239,-40718,612646,535628,0,0,0,0
160324,-40662,612711,535630,0,0,0,0
160361,-40672,612733,535614,0,0,0,0
160301,-40732,612697,535624,0,0,0,0
160233,-40756,612673,535654,0,0,0,0
160251,-40713,612704,535682,0,0,0,0
160335,-40659,612768,535684,0,0,0,0
160370,-40670,612791,535669,0,0,0,0
160309,-40726,612759,535676,0,0,0,0
160239,-40749,612735,535705,0,0,0,0
160262,-40706,612766,535735,0,0,0,0
160348,-40648,612828,535736,0,0,0,0
160384,-40660,612851,535723,0,0,0,0
160321,-40719,612814,535729,0,0,0,0
160259,-40744,612793,535756,0,0,0,0
160281,-40699,612826,535784,0,0,0,0
160360,-40644,612893,535784,0,0,0,0
160395,-40652,612913,535774,0,0,0,0
160336,-40712,612876,535784,0,0,0,0
160269,-40739,612853,535809,0,0,0,0
160289,-40694,612889,535833,0,0,0,0
160369,-40640,612950,535839,0,0,0,0
160405,-40647,612971,535827,0,0,0,0
160346,-40704,612938,535835,0,0,0,0
160279,-40731,612913,535862,0,0,0,0
160303,-40689,612948,535887,0,0,0,0
160386,-40634,613010,535891,0,0,0,0
160419,-40639,613028,535879,0,0,0,0
160358,-40698,612991,535889,0,0,0,0
160291,-40722,612971,535916,0,0,0,0
160312,-40681,613007,535941,0,0,0,0
160398,-40623,613072,535943,0,0,0,0
160431,-40632,613089,535937,0,0,0,0
160366,-40695,613051,535945,0,0,0,0
160300,-40715,613026,535963,0,0,0,0
160328,-40672,613064,535989,0,0,0,0
160413,-40617,613125,535996,0,0,0,0
160443,-40628,613144,535986,0,0,0,0
160379,-40691,613108,535996,0,0,0,0
160313,-40710,613088,536018,0,0,0,0
160338,-40667,613124,536043,0,0,0,0
160421,-40610,613188,536048,0,0,0,0
160451,-40624,613208,536038,0,0,0,0
160388,-40683,613168,536048,0,0,0,0
160324,-40703,613149,536069,0,0,0,0
160344,-40658,613167,536076,0,0,0,0
160388,-40601,613069,535932,0,0,0,0
160441,-40619,613184,536011,0,0,0,0
160394,-40684,613221,536083,0,0,0,0
160331,-40702,613197,536103,0,0,0,0
160345,-40654,613189,536084,0,0,0,0
160438,-40601,613281,536109,0,0,0,0
160471,-40616,613322,536119,0,0,0,0
160404,-40673,613283,536123,0,0,0,0
160338,-40696,613263,536144,0,0,0,0
160368,-40654,613302,536168,0,0,0,0
160454,-40601,613368,536172,0,0,0,0
160480,-40611,613383,536156,0,0,0,0
160415,-40670,613341,536162,0,0,0,0
160352,-40684,613323,536186,0,0,0,0
160380,-40636,613365,536209,0,0,0,0
160464,-40587,613433,536213,0,0,0,0
160489,-40611,613441,536193,0,0,0,0
160415,-40668,613371,536168,0,0,0,0
160362,-40672,613381,536223,0,0,0,0
160394,-40611,613436,536264,0,0,0,0
160481,-40561,613503,536271,0,0,0,0
160505,-40582,613518,536259,0,0,0,0
160437,-40640,613479,536259,0,0,0,0
160373,-40652,613458,536278,0,0,0,0
160404,-40597,613499,536298,0,0,0,0
160492,-40544,613568,536303,0,0,0,0
160516,-40562,613582,536294,0,0,0,0
160443,-40628,613538,536294,0,0,0,0
160376,-40647,613508,536303,0,0,0,0
160411,-40586,613553,536333,0,0,0,0
160503,-40529,613621,536344,0,0,0,0
160528,-40552,613634,536334,0,0,0,0
160454,-40615,613595,536338,0,0,0,0
160388,-40625,613574,536354,0,0,0,0
160419,-40571,613620,536378,0,0,0,0
160509,-40519,613688,536386,0,0,0,0
160537,-40540,613702,536386,0,0,0,0
160468,-40602,613661,536392,0,0,0,0
160401,-40613,613642,536413,0,0,0,0
160434,-40556,613686,536436,0,0,0,0
160523,-40505,613746,536435,0,0,0,0
160544,-40528,613759,536427,0,0,0,0
160471,-40591,613719,536445,0,0,0,0
160408,-40591,613702,536474,0,0,0,0
160443,-40537,613745,536499,0,0,0,0
160529,-40492,613812,536475,0,0,0,0
160549,-40516,613825,536434,0,0,0,0
160474,-40573,613784,536483,0,0,0,0
160411,-40579,613766,536588,0,0,0,0
160453,-40526,613812,536618,0,0,0,0
160543,-40479,613881,536542,0,0,0,0
160561,-40504,613892,536469,0,0,0,0
160491,-40562,613849,536510,0,0,0,0
160431,-40567,613828,536602,0,0,0,0
160473,-40517,613869,536617,0,0,0,0
160564,-40470,613936,536506,0,0,0,0
160585,-40485,613951,536393,0,0,0,0
160513,-40539,613910,536394,0,0,0,0
160449,-40542,613897,536489,0,0,0,0
160503,-40496,613960,536534,0,0,0,0
160604,-40444,614041,536443,0,0,0,0
160630,-40451,614056,536336,0,0,0,0
160561,-40501,614019,536354,0,0,0,0
160506,-40507,614019,536438,0,0,0,0
160553,-40449,614069,536505,0,0,0,0
160644,-40384,614123,536479,0,0,0,0
160654,-40387,614123,536419,0,0,0,0
160569,-40446,614074,536406,0,0,0,0
160499,-40458,614054,536416,0,0,0,0
160525,-40405,614092,536423,0,0,0,0
160602,-40343,614146,536416,0,0,0,0
160604,-40350,614151,536422,0,0,0,0
160520,-40414,614108,536442,0,0,0,0
160453,-40431,614096,536461,0,0,0,0
160494,-40379,614143,536487,0,0,0,0
160583,-40318,614202,536503,0,0,0,0
160593,-40332,614208,536512,0,0,0,0
160515,-40392,614168,536523,0,0,0,0
160454,-40403,614156,536539,0,0,0,0
160497,-40348,614209,536564,0,0,0,0
160595,-40292,614272,536585,0,0,0,0
160606,-40306,614274,536597,0,0,0,0
160525,-40367,614233,536598,0,0,0,0
160463,-40389,614225,536613,0,0,0,0
160508,-40331,614277,536644,0,0,0,0
160603,-40273,614343,536662,0,0,0,0
160617,-40290,614347,536668,0,0,0,0
160535,-40352,614310,536669,0,0,0,0
160473,-40362,614300,536682,0,0,0,0
160516,-40305,614351,536711,0,0,0,0
160608,-40247,614412,536731,0,0,0,0
160623,-40266,614414,536736,0,0,0,0
160537,-40327,614374,536735,0,0,0,0
160478,-40341,614367,536744,0,0,0,0
160523,-40289,614418,536775,0,0,0,0
160613,-40239,614479,536794,0,0,0,0
160625,-40256,614484,536800,0,0,0,0
160543,-40317,614442,536802,0,0,0,0
160484,-40334,614433,536813,0,0,0,0
160531,-40282,614481,536842,0,0,0,0
160623,-40228,614544,536861,0,0,0,0
160633,-40248,614548,536866,0,0,0,0
160553,-40311,614514,536868,0,0,0,0
160507,-40328,614522,536885,0,0,0,0
